Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,6MOY,AS,DEF1,DEF2,NBA1,NBA2,NBA3,MVP,DPOY,ROY,MIP,CPOY,HOF
1949-1950,Bob Davies,64,,,0.43,,0.391,,,,,,,,,4.7,2.9,7.7,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1
1949-1950,Carl Braun,67,,,0.434,,0.365,,,,,,,,,5.2,1.9,7.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1949-1950,Dick McGuire,68,,,0.417,,0.556,,,,,,,,,3.4,1.9,5.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1949-1950,Ed Macauley,67,,,0.485,,0.599,,,,,,,,,9.7,0.9,10.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1949-1950,George Mikan,68,,,0.487,,0.456,,,,,,,,,15.3,5.8,21.1,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1
1949-1950,Jim Pollard,66,,,0.39,,0.212,,,,,,,,,1.2,4.1,5.4,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1
1949-1950,Joe Fulks,68,,,0.346,,0.348,,,,,,,,,-4.4,3.7,-0.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1949-1950,Slater Martin,67,,,0.395,,0.308,,,,,,,,,0.9,2.6,3.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1950-1951,Bob Cousy,69,,,0.415,,0.321,,,,,,,,,2.2,1.8,3.9,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1950-1951,Bob Davies,63,,,0.457,,0.434,,,,,,,,,5.3,1.6,6.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1950-1951,Chuck Cooper,66,,,0.428,,0.444,,,,,,,,,1.9,1.4,3.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1950-1951,Dick McGuire,64,,,0.445,,0.573,,,,,,,,,3.3,1.2,4.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1950-1951,Ed Macauley,68,,,0.551,,0.623,,,,,,,,,14.1,1.8,15.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1950-1951,George Mikan,68,,,0.509,,0.453,,,,,,,,,16.0,7.4,23.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1950-1951,Jim Pollard,54,,,0.395,,0.214,,,,,,,,,0.1,4.1,4.2,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1950-1951,Joe Fulks,66,,,0.398,,0.325,,,,,,,,,-0.2,4.5,4.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1950-1951,Paul Arizin,65,,,0.512,,0.609,,,,,,,,,9.2,4.5,13.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1950-1951,Slater Martin,68,,,0.408,,0.282,,,,,,,,,1.1,3.1,4.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1951-1952,Bob Cousy,66,2681.0,21.5,0.445,,0.365,,,,,,,,,4.9,2.8,7.7,0.138,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1951-1952,Bob Davies,65,2394.0,17.5,0.455,,0.383,,,,,,,,,4.7,1.6,6.3,0.126,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1951-1952,Chuck Cooper,66,1976.0,12.7,0.429,,0.369,,,,,,,,,1.1,2.1,3.1,0.076,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1951-1952,Dick McGuire,64,2018.0,19.0,0.491,,0.612,,,,,,,,,4.7,1.9,6.6,0.157,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1951-1952,Ed Macauley,66,2631.0,22.7,0.544,,0.699,,,,,,,,,11.3,2.6,13.8,0.252,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1951-1952,George Mikan,64,2572.0,26.6,0.459,,0.393,,,,,,,,,6.4,8.0,14.4,0.268,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1951-1952,Jim Pollard,65,2545.0,16.5,0.396,,0.225,,,,,,,,,-0.9,6.6,5.7,0.108,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1951-1952,Joe Fulks,61,1904.0,11.9,0.381,,0.281,,,,,,,,,-2.5,0.7,-1.8,-0.045,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1951-1952,Neil Johnston,64,993.0,18.9,0.523,,0.505,,,,,,,,,2.9,0.5,3.4,0.163,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1951-1952,Paul Arizin,66,2939.0,25.7,0.546,,0.579,,,,,,,,,14.8,1.2,16.0,0.261,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1951-1952,Slater Martin,66,2480.0,10.9,0.43,,0.301,,,,,,,,,1.8,4.5,6.3,0.121,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1952-1953,Bob Cousy,71,2945.0,21.7,0.446,,0.445,,,,,,,,,4.7,2.5,7.2,0.117,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1952-1953,Bob Davies,66,2216.0,18.0,0.474,,0.53,,,,,,,,,5.2,2.2,7.4,0.161,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1952-1953,Carl Braun,70,2316.0,17.5,0.497,,0.497,,,,,,,,,6.5,2.5,9.0,0.186,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1952-1953,Chuck Cooper,70,1994.0,10.1,0.417,,0.408,,,,,,,,,0.3,1.4,1.7,0.04,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1952-1953,Dick McGuire,61,1783.0,15.5,0.445,,0.721,,,,,,,,,1.9,2.7,4.7,0.125,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1952-1953,Ed Macauley,69,2902.0,24.2,0.543,,0.669,,,,,,,,,12.2,2.3,14.5,0.239,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1952-1953,George Mikan,70,2651.0,28.5,0.48,,0.453,,,,,,,,,7.7,6.9,14.6,0.264,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1952-1953,Jim Pollard,66,2403.0,15.9,0.412,,0.269,,,,,,,,,0.2,4.3,4.6,0.091,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1952-1953,Joe Fulks,70,2085.0,11.6,0.392,,0.241,,,,,,,,,-1.8,1.2,-0.6,-0.015,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1952-1953,Neil Johnston,70,3166.0,25.9,0.534,,0.713,,,,,,,,,13.0,2.3,15.3,0.232,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1952-1953,Slater Martin,70,2556.0,13.5,0.489,,0.453,,,,,,,,,4.9,3.2,8.2,0.153,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1953-1954,Bob Cousy,72,2857.0,21.2,0.464,,0.414,,,,,,,,,6.5,1.6,8.1,0.137,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1953-1954,Bob Davies,72,2137.0,18.2,0.458,,0.557,,,,,,,,,4.4,3.3,7.7,0.172,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1953-1954,Carl Braun,72,2373.0,17.9,0.495,,0.485,,,,,,,,,7.2,1.3,8.6,0.173,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1953-1954,Chuck Cooper,70,1101.0,9.7,0.375,,0.444,,,,,,,,,-0.7,0.7,0.0,-0.001,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1953-1954,Dick McGuire,68,2343.0,16.1,0.482,,0.7,,,,,,,,,4.6,1.7,6.3,0.129,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1953-1954,Ed Macauley,71,2792.0,23.6,0.563,,0.583,,,,,,,,,13.1,1.5,14.6,0.252,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1953-1954,George Mikan,72,2362.0,29.0,0.466,,0.471,,,,,,,,,6.1,6.6,12.7,0.258,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1953-1954,George Yardley,63,1489.0,19.7,0.484,,0.417,,,,,,,,,3.4,1.8,5.3,0.17,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1953-1954,Jim Pollard,71,2483.0,16.0,0.423,,0.261,,,,,,,,,1.3,4.5,5.7,0.111,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1953-1954,Joe Fulks,61,501.0,3.8,0.299,,0.214,,,,,,,,,-2.2,0.4,-1.8,-0.171,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1953-1954,Neil Johnston,72,3296.0,25.8,0.531,,0.586,,,,,,,,,15.4,3.0,18.3,0.267,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1953-1954,Slater Martin,69,2472.0,12.1,0.449,,0.372,,,,,,,,,2.9,3.2,6.1,0.118,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1954-1955,Bob Cousy,71,2747.0,21.7,0.48,,0.433,,,,,,,,,6.3,1.5,7.8,0.137,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1954-1955,Bob Davies,72,1870.0,19.0,0.477,,0.373,,,,,,,,,4.0,1.2,5.2,0.132,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1954-1955,Bob Pettit,72,2659.0,24.9,0.48,,0.443,,,,,,,,,6.1,4.6,10.7,0.194,,,,,0,1,0,0,1,0,0,0,0,1,0,0,1
1954-1955,Carl Braun,71,2479.0,14.9,0.454,,0.331,,,,,,,,,2.8,1.9,4.7,0.091,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1954-1955,Chuck Cooper,70,1749.0,12.6,0.422,,0.438,,,,,,,,,0.2,2.2,2.4,0.066,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1954-1955,Dick McGuire,71,2310.0,17.1,0.453,,0.522,,,,,,,,,2.7,2.6,5.3,0.11,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1954-1955,Ed Macauley,71,2706.0,19.0,0.522,,0.587,,,,,,,,,7.5,1.4,8.9,0.157,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1954-1955,Frank Ramsey,64,1754.0,15.1,0.487,,0.544,,,,,,,,,3.1,0.9,4.0,0.11,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1954-1955,George Yardley,60,2150.0,19.4,0.492,,0.479,,,,,,,,,4.9,2.7,7.6,0.17,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1954-1955,Jim Pollard,63,1960.0,13.5,0.41,,0.248,,,,,,,,,-0.5,2.6,2.1,0.052,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1954-1955,Neil Johnston,72,2917.0,26.0,0.536,,0.649,,,,,,,,,11.5,3.9,15.4,0.253,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1954-1955,Paul Arizin,72,2953.0,18.6,0.478,,0.442,,,,,,,,,5.8,2.9,8.7,0.141,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1954-1955,Slater Martin,72,2784.0,14.4,0.453,,0.391,,,,,,,,,3.0,3.2,6.2,0.107,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1955-1956,Bob Cousy,72,2767.0,20.3,0.461,,0.461,,,,,,,,,4.3,2.6,6.8,0.119,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1955-1956,Bob Pettit,72,2794.0,27.4,0.502,,0.502,,,,,,,,,8.9,4.8,13.8,0.236,,,,,0,1,0,0,1,0,0,1,0,0,0,0,1
1955-1956,Carl Braun,72,2316.0,15.3,0.451,,0.359,,,,,,,,,2.4,1.2,3.6,0.075,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1955-1956,Chuck Cooper,67,1144.0,9.4,0.412,,0.432,,,,,,,,,-0.2,1.3,1.1,0.045,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1955-1956,Dick McGuire,62,1685.0,12.7,0.406,,0.441,,,,,,,,,0.2,1.2,1.3,0.038,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1955-1956,Ed Macauley,71,2354.0,18.3,0.51,,0.507,,,,,,,,,6.2,1.6,7.8,0.158,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1955-1956,George Mikan,37,765.0,17.9,0.455,,0.325,,,,,,,,,0.8,0.8,1.6,0.098,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1955-1956,George Yardley,71,2353.0,20.0,0.48,,0.461,,,,,,,,,4.6,2.8,7.5,0.152,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1955-1956,Jack Twyman,72,2186.0,15.9,0.464,,0.302,,,,,,,,,2.8,3.1,5.9,0.129,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1955-1956,Neil Johnston,70,2594.0,25.1,0.555,,0.627,,,,,,,,,11.2,2.7,13.9,0.258,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1955-1956,Paul Arizin,72,2724.0,21.3,0.526,,0.454,,,,,,,,,10.2,2.0,12.2,0.214,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1955-1956,Slater Martin,72,2838.0,13.3,0.457,,0.458,,,,,,,,,2.9,1.8,4.7,0.079,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1956-1957,Bob Cousy,64,2364.0,21.2,0.452,,0.35,,,,,,,,,4.0,4.7,8.8,0.178,,,,,0,1,0,0,1,0,0,1,0,0,0,0,1
1956-1957,Bob Pettit,71,2491.0,28.3,0.494,,0.463,,,,,,,,,8.4,3.2,11.6,0.224,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1956-1957,Carl Braun,72,2345.0,13.9,0.444,,0.305,,,,,,,,,2.3,1.4,3.7,0.077,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1956-1957,Cliff Hagan,67,971.0,12.3,0.423,,0.391,,,,,,,,,0.3,1.0,1.3,0.065,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1956-1957,Dick McGuire,72,1191.0,14.3,0.44,,0.445,,,,,,,,,1.1,1.0,2.1,0.084,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1956-1957,Ed Macauley,72,2582.0,17.0,0.496,,0.485,,,,,,,,,6.1,2.2,8.3,0.154,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1956-1957,Frank Ramsey,35,807.0,17.6,0.487,,0.521,,,,,,,,,1.9,1.4,3.3,0.194,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1956-1957,George Yardley,72,2691.0,22.0,0.498,,0.502,,,,,,,,,8.0,2.1,10.0,0.179,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1956-1957,Jack Twyman,72,2338.0,17.1,0.496,,0.355,,,,,,,,,6.2,2.6,8.8,0.18,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1956-1957,Neil Johnston,69,2531.0,26.9,0.544,,0.557,,,,,,,,,11.6,2.1,13.7,0.259,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1956-1957,Paul Arizin,71,2767.0,22.4,0.515,,0.491,,,,,,,,,10.7,1.6,12.3,0.213,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1956-1957,Richie Guerin,72,1793.0,12.9,0.42,,0.418,,,,,,,,,0.5,1.3,1.7,0.046,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1956-1957,Slater Martin,66,2401.0,10.6,0.415,,0.395,,,,,,,,,0.5,1.9,2.4,0.047,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1956-1957,Tom Heinsohn,72,2150.0,18.1,0.456,,0.305,,,,,,,,,3.0,4.1,7.1,0.16,,,,,0,1,0,0,0,0,0,0,0,1,0,0,1
1957-1958,Bob Cousy,65,2222.0,17.9,0.415,,0.258,,,,,,,,,0.8,4.6,5.4,0.116,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1957-1958,Bob Pettit,70,2528.0,26.3,0.492,,0.525,,,,,,,,,7.7,3.4,11.0,0.209,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1957-1958,Carl Braun,71,2475.0,17.5,0.495,,0.371,,,,,,,,,5.9,1.7,7.6,0.147,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1957-1958,Cliff Hagan,70,2190.0,22.6,0.513,,0.441,,,,,,,,,7.7,2.4,10.0,0.22,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1957-1958,Dick McGuire,69,2311.0,12.2,0.432,,0.414,,,,,,,,,1.6,2.3,4.0,0.082,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1957-1958,Ed Macauley,72,1908.0,18.4,0.489,,0.42,,,,,,,,,4.5,1.8,6.3,0.157,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1957-1958,Frank Ramsey,69,2047.0,19.5,0.513,,0.524,,,,,,,,,6.4,3.6,10.0,0.234,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1957-1958,George Yardley,72,2843.0,23.3,0.505,,0.498,,,,,,,,,10.2,2.2,12.3,0.208,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1957-1958,Jack Twyman,72,2178.0,18.9,0.514,,0.385,,,,,,,,,7.0,2.2,9.3,0.204,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1957-1958,Neil Johnston,71,2408.0,22.5,0.518,,0.49,,,,,,,,,8.2,3.1,11.3,0.224,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1957-1958,Paul Arizin,68,2377.0,18.2,0.479,,0.443,,,,,,,,,5.5,2.3,7.7,0.156,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1957-1958,Richie Guerin,63,2368.0,14.9,0.435,,0.525,,,,,,,,,1.8,1.7,3.5,0.07,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1957-1958,Sam Jones,56,594.0,16.3,0.482,,0.361,,,,,,,,,1.0,1.0,2.1,0.167,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1957-1958,Slater Martin,60,2098.0,9.3,0.406,,0.359,,,,,,,,,-0.2,1.6,1.4,0.032,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1957-1958,Tom Heinsohn,69,2206.0,16.9,0.439,,0.321,,,,,,,,,1.9,4.1,6.0,0.13,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1958-1959,Bob Cousy,65,2403.0,19.9,0.454,,0.306,,,,,,,,,3.3,5.4,8.7,0.174,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1958-1959,Bob Pettit,72,2873.0,28.2,0.519,,0.536,,,,,,,,,11.3,3.5,14.8,0.246,,,,,0,1,0,0,1,0,0,1,0,0,0,0,1
1958-1959,Carl Braun,72,1959.0,15.2,0.483,,0.319,,,,,,,,,3.2,1.3,4.5,0.111,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1958-1959,Cliff Hagan,72,2702.0,22.7,0.516,,0.378,,,,,,,,,9.0,2.8,11.7,0.209,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1958-1959,Dick McGuire,71,2063.0,16.5,0.499,,0.475,,,,,,,,,3.8,3.1,6.9,0.16,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1958-1959,Ed Macauley,14,196.0,7.6,0.36,,0.467,,,,,,,,,-0.3,0.2,-0.2,-0.041,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1958-1959,Elgin Baylor,70,2855.0,23.6,0.488,,0.462,,,,,,,,,7.0,2.8,9.8,0.165,,,,,0,1,0,0,1,0,0,0,0,1,0,0,1
1958-1959,Frank Ramsey,72,2013.0,15.7,0.459,,0.43,,,,,,,,,2.5,3.5,5.9,0.142,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1958-1959,George Yardley,61,1839.0,20.5,0.495,,0.391,,,,,,,,,5.0,1.8,6.8,0.177,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1958-1959,Guy Rodgers,45,1565.0,13.0,0.413,,0.209,,,,,,,,,0.1,2.3,2.4,0.073,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1958-1959,Hal Greer,68,1625.0,13.3,0.498,,0.259,,,,,,,,,3.2,1.3,4.5,0.132,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1958-1959,Jack Twyman,72,2713.0,21.3,0.479,,0.33,,,,,,,,,6.3,1.0,7.3,0.129,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1958-1959,K.C. Jones,49,609.0,9.5,0.385,,0.354,,,,,,,,,-0.4,1.1,0.8,0.06,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1958-1959,Neil Johnston,28,393.0,15.6,0.437,,0.537,,,,,,,,,0.2,0.6,0.7,0.091,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1958-1959,Paul Arizin,70,2799.0,21.9,0.519,,0.492,,,,,,,,,10.0,3.0,13.0,0.223,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1958-1959,Richie Guerin,71,2558.0,19.0,0.509,,0.483,,,,,,,,,6.7,1.7,8.4,0.158,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1958-1959,Sam Jones,71,1466.0,18.0,0.482,,0.279,,,,,,,,,2.6,2.7,5.3,0.173,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1958-1959,Slater Martin,71,2504.0,9.3,0.42,,0.36,,,,,,,,,0.4,2.0,2.4,0.046,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1958-1959,Tom Heinsohn,66,2089.0,17.9,0.455,,0.328,,,,,,,,,2.5,4.1,6.5,0.15,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1959-1960,Bob Cousy,75,2588.0,18.7,0.439,,0.272,,,,,,,,,1.9,5.9,7.8,0.145,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1959-1960,Bob Pettit,72,2896.0,23.8,0.51,,0.473,,,,,,,,,8.4,3.2,11.5,0.191,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1959-1960,Carl Braun,54,1514.0,15.0,0.481,,0.234,,,,,,,,,2.3,0.6,3.0,0.095,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1959-1960,Cliff Hagan,75,2798.0,22.1,0.522,,0.338,,,,,,,,,9.3,2.5,11.8,0.203,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1959-1960,Dick McGuire,68,1466.0,16.4,0.491,,0.5,,,,,,,,,2.3,1.7,4.0,0.131,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1959-1960,Elgin Baylor,70,2873.0,25.2,0.489,,0.432,,,,,,,,,7.4,4.1,11.5,0.192,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1959-1960,Frank Ramsey,73,2009.0,14.5,0.46,,0.327,,,,,,,,,2.0,3.4,5.3,0.128,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1959-1960,George Yardley,73,2402.0,18.2,0.522,,0.388,,,,,,,,,6.9,2.1,9.0,0.179,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1959-1960,Guy Rodgers,68,2483.0,11.8,0.414,,0.208,,,,,,,,,0.0,4.3,4.3,0.084,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1959-1960,Hal Greer,70,1979.0,14.1,0.514,,0.232,,,,,,,,,4.2,1.6,5.8,0.141,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1959-1960,Jack Twyman,75,3023.0,21.1,0.487,,0.369,,,,,,,,,7.6,0.7,8.3,0.131,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1959-1960,K.C. Jones,74,1274.0,12.6,0.477,,0.411,,,,,,,,,1.5,2.2,3.7,0.139,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1959-1960,Paul Arizin,72,2618.0,17.3,0.492,,0.376,,,,,,,,,5.5,3.7,9.2,0.168,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1959-1960,Richie Guerin,74,2429.0,21.5,0.493,,0.429,,,,,,,,,6.1,1.3,7.4,0.146,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1959-1960,Sam Jones,74,1512.0,17.8,0.5,,0.281,,,,,,,,,3.2,2.6,5.9,0.186,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1959-1960,Slater Martin,64,1756.0,9.7,0.44,,0.405,,,,,,,,,0.8,1.4,2.2,0.06,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1959-1960,Tom Heinsohn,75,2420.0,18.4,0.463,,0.243,,,,,,,,,3.0,4.7,7.7,0.154,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1959-1960,Wilt Chamberlain,72,3338.0,28.1,0.493,,0.429,,,,,,,,,9.0,8.0,17.0,0.245,,,,,0,1,0,0,1,0,0,1,0,1,0,0,1
1960-1961,Bob Cousy,76,2468.0,17.4,0.436,,0.327,,,,,,,,,0.9,6.3,7.2,0.14,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1960-1961,Bob Pettit,76,3027.0,25.2,0.511,,0.467,,,,,,,,,8.4,6.5,14.9,0.237,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1960-1961,Carl Braun,15,218.0,14.8,0.499,,0.177,,,,,,,,,0.4,0.1,0.4,0.097,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1960-1961,Cliff Hagan,77,2701.0,20.1,0.503,,0.313,,,,,,,,,6.4,4.4,10.8,0.193,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1960-1961,Elgin Baylor,73,3133.0,28.2,0.498,,0.398,,,,,,,,,9.1,5.7,14.8,0.227,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1960-1961,Frank Ramsey,79,2019.0,15.2,0.474,,0.322,,,,,,,,,2.7,3.8,6.5,0.155,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1960-1961,Guy Rodgers,78,2905.0,13.5,0.431,,0.292,,,,,,,,,0.8,4.1,4.8,0.08,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1960-1961,Hal Greer,79,2763.0,16.3,0.499,,0.285,,,,,,,,,5.4,2.5,7.9,0.137,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1960-1961,Jack Twyman,79,2920.0,19.6,0.532,,0.339,,,,,,,,,9.4,0.1,9.6,0.157,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1960-1961,Jerry West,79,2797.0,16.0,0.468,,0.393,,,,,,,,,3.1,3.5,6.6,0.113,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1960-1961,K.C. Jones,78,1605.0,11.0,0.409,,0.466,,,,,,,,,-0.6,3.6,3.0,0.089,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1960-1961,Lenny Wilkens,75,1898.0,13.4,0.481,,0.383,,,,,,,,,2.4,2.4,4.9,0.123,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1960-1961,Oscar Robertson,71,3032.0,25.9,0.555,,0.496,,,,,,,,,13.0,0.2,13.2,0.21,,,,,0,1,0,0,1,0,0,0,0,1,0,0,1
1960-1961,Paul Arizin,79,2935.0,17.1,0.506,,0.418,,,,,,,,,6.7,3.0,9.7,0.159,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1960-1961,Richie Guerin,79,3023.0,17.8,0.472,,0.405,,,,,,,,,4.3,1.1,5.4,0.086,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1960-1961,Sam Jones,78,2028.0,17.7,0.493,,0.251,,,,,,,,,3.9,4.2,8.1,0.191,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
